1binA00.A	1.10.490.10
1cg5B00.B	1.10.490.10
1dm1A00.A	1.10.490.10
1ecaA00.A	1.10.490.10
1f5oA00.A	1.10.490.10
1gcvA00.A	1.10.490.10
1gcvB00.B	1.10.490.10
1h97A00.A	1.10.490.10
1hbgA00.A	1.10.490.10
1hlbA00.A	1.10.490.10
1ithA00.A	1.10.490.10
1jwnA00.A	1.10.490.10
1oj6A00.A	1.10.490.10
1tu9A00.A	1.10.490.10
1urvA00.A	1.10.490.10
1x3kA01.A	1.10.490.10
1x46A00.A	1.10.490.10
1x9fA00.A	1.10.490.10
1x9fC00.C	1.10.490.10
1x9fD00.D	1.10.490.10
1yhuB00.B	1.10.490.10
2bk9A00.A	1.10.490.10
2c0kB00.B	1.10.490.10
2d2mD00.D	1.10.490.10
2oifB00.B	1.10.490.10
2olpA00.A	1.10.490.10
2wy4A00.A	1.10.490.10
2zs0A00.A	1.10.490.10
3hyuA00.A	1.10.490.10
3ixfA00.A	1.10.490.10
3ubcA00.A	1.10.490.10
3wctD00.D	1.10.490.10
4b4yA00.A	1.10.490.10
1apmE01.E	1.10.510.10
1csnA02.A	1.10.510.10
1e9hA02.A	1.10.510.10
1mq4A01.A	1.10.510.10
1s9iA02.A	1.10.510.10
1t4hA02.A	1.10.510.10
1tkiA02.A	1.10.510.10
1x8bA02.A	1.10.510.10
1y8gA02.A	1.10.510.10
1yhsA02.A	1.10.510.10
1yvjA02.A	1.10.510.10
1zxeA02.A	1.10.510.10
2a19B02.B	1.10.510.10
2bujA02.A	1.10.510.10
2bvaA02.A	1.10.510.10
2clqA02.A	1.10.510.10
2h34A02.A	1.10.510.10
2i6lA02.A	1.10.510.10
2jiiA02.A	1.10.510.10
2np8A03.A	1.10.510.10
2pmlX02.X	1.10.510.10
2rioA02.A	1.10.510.10
2vwiA02.A	1.10.510.10
2vwxA02.A	1.10.510.10
2wqmA02.A	1.10.510.10
2wtkC02.C	1.10.510.10
2ydjA02.A	1.10.510.10
2zmdA02.A	1.10.510.10
2zv2A02.A	1.10.510.10
3blhA02.A	1.10.510.10
3dlsB02.B	1.10.510.10
3f61A02.A	1.10.510.10
3gniB02.B	1.10.510.10
3hkoA02.A	1.10.510.10
3idpB02.B	1.10.510.10
3is5F02.F	1.10.510.10
3kmuA02.A	1.10.510.10
3lm5A02.A	1.10.510.10
3mdyA02.A	1.10.510.10
3p1aA02.A	1.10.510.10
3p86A02.A	1.10.510.10
3qd2B02.B	1.10.510.10
3s95A02.A	1.10.510.10
3sxsA02.A	1.10.510.10
3uc4B02.B	1.10.510.10
3utoA03.A	1.10.510.10
3zduA02.A	1.10.510.10
4b6lA02.A	1.10.510.10
4bkjB02.B	1.10.510.10
4c0tA02.A	1.10.510.10
4ckiA02.A	1.10.510.10
4dc2A02.A	1.10.510.10
4f0fA02.A	1.10.510.10
4f9cA02.A	1.10.510.10
4fnxA02.A	1.10.510.10
4fr4A02.A	1.10.510.10
4fvrA02.A	1.10.510.10
4g3dB02.B	1.10.510.10
4ianA02.A	1.10.510.10
4itjB02.B	1.10.510.10
4lqqD02.D	1.10.510.10
4nfnA02.A	1.10.510.10
4otwA02.A	1.10.510.10
4ow8A02.A	1.10.510.10
4pdpB02.B	1.10.510.10
4qoxA02.A	1.10.510.10
4wnoA02.A	1.10.510.10
4y85A02.A	1.10.510.10
4yhjA03.A	1.10.510.10
4yurA02.A	1.10.510.10
5cemA02.A	1.10.510.10
5hesA02.A	1.10.510.10
5kkrB02.B	1.10.510.10
5l2qB02.B	1.10.510.10
1qsaA03.A	1.10.530.10
2y8pB00.B	1.10.530.10
4cfpA02.A	1.10.530.10
1bucA01.A	1.10.540.10
1ivhA01.A	1.10.540.10
1jqiA01.A	1.10.540.10
1r2jA01.A	1.10.540.10
1rx0C01.C	1.10.540.10
1udyA01.A	1.10.540.10
2c0uA01.A	1.10.540.10
2ix5A01.A	1.10.540.10
2jbrA01.A	1.10.540.10
2jifA01.A	1.10.540.10
2pg0A01.A	1.10.540.10
2rfqA01.A	1.10.540.10
2uxwA02.A	1.10.540.10
2z1qA01.A	1.10.540.10
3ii9B01.B	1.10.540.10
3mpiA01.A	1.10.540.10
3nf4A01.A	1.10.540.10
3p4tA01.A	1.10.540.10
3pfdA01.A	1.10.540.10
3sf6A01.A	1.10.540.10
4doyA01.A	1.10.540.10
4irnA01.A	1.10.540.10
4iv6B01.B	1.10.540.10
4x28C01.C	1.10.540.10
5iduD01.D	1.10.540.10
1a52A00.A	1.10.565.10
1e3gA00.A	1.10.565.10
1exaA00.A	1.10.565.10
1g2nA00.A	1.10.565.10
1ie9A00.A	1.10.565.10
1k74D00.D	1.10.565.10
1m7wA00.A	1.10.565.10
1n46B00.B	1.10.565.10
1n83A00.A	1.10.565.10
1oshA00.A	1.10.565.10
1ovlA00.A	1.10.565.10
1p8dB00.B	1.10.565.10
1s9qA00.A	1.10.565.10
1xlsE00.E	1.10.565.10
1ymtA00.A	1.10.565.10
2qnvA00.A	1.10.565.10
2r40D00.D	1.10.565.10
3gytA00.A	1.10.565.10
3n00A00.A	1.10.565.10
4n1yB00.B	1.10.565.10
1fpsA00.A	1.10.600.10
1v4eA00.A	1.10.600.10
1wmwB00.B	1.10.600.10
1wy0A00.A	1.10.600.10
1yhlA00.A	1.10.600.10
2azjA00.A	1.10.600.10
2ftzA00.A	1.10.600.10
2j1oA00.A	1.10.600.10
2q58B00.B	1.10.600.10
2q80A00.A	1.10.600.10
3apzA00.A	1.10.600.10
3aqbB00.B	1.10.600.10
3ipiA00.A	1.10.600.10
3lk5A00.A	1.10.600.10
3lmdA00.A	1.10.600.10
3lomA00.A	1.10.600.10
3mzvA00.A	1.10.600.10
3n3dB00.B	1.10.600.10
3nf2A00.A	1.10.600.10
3npkA00.A	1.10.600.10
3rmgA00.A	1.10.600.10
3tc1B00.B	1.10.600.10
3ucaA00.A	1.10.600.10
4dhdA00.A	1.10.600.10
4fp4A00.A	1.10.600.10
4kkmB00.B	1.10.600.10
4lfgA00.A	1.10.600.10
5eroA00.A	1.10.600.10
5hn9C00.C	1.10.600.10
1bvyB00.B	1.10.630.10
1cmjA00.A	1.10.630.10
1cptA00.A	1.10.630.10
1gwiA00.A	1.10.630.10
1io7A00.A	1.10.630.10
1lfkA00.A	1.10.630.10
1n40A00.A	1.10.630.10
1n97A00.A	1.10.630.10
1nr6A00.A	1.10.630.10
1pkfA00.A	1.10.630.10
1s1fA00.A	1.10.630.10
1tqnA00.A	1.10.630.10
2cd8B00.B	1.10.630.10
2jjnA00.A	1.10.630.10
2rfbA00.A	1.10.630.10
2uuqA00.A	1.10.630.10
2ve3B00.B	1.10.630.10
2wiyA00.A	1.10.630.10
2wm5A00.A	1.10.630.10
2wv2A00.A	1.10.630.10
2xbkA00.A	1.10.630.10
2xkrA00.A	1.10.630.10
2z3tA00.A	1.10.630.10
3abaA00.A	1.10.630.10
3abbA00.A	1.10.630.10
3awmA00.A	1.10.630.10
3bujA00.A	1.10.630.10
3czhA00.A	1.10.630.10
3dbgA00.A	1.10.630.10
3k9vA00.A	1.10.630.10
3ld6B00.B	1.10.630.10
3mdmA00.A	1.10.630.10
3mgxB00.B	1.10.630.10
3nc3B00.B	1.10.630.10
3nv6A00.A	1.10.630.10
3oftA00.A	1.10.630.10
3oo3A00.A	1.10.630.10
3p3lA00.A	1.10.630.10
3pm0A00.A	1.10.630.10
3qz1D00.D	1.10.630.10
3r9bA00.A	1.10.630.10
3rwlA00.A	1.10.630.10
3s79A00.A	1.10.630.10
3wecA00.A	1.10.630.10
4dnjA00.A	1.10.630.10
4fb2A00.A	1.10.630.10
4ggvA00.A	1.10.630.10
4k0fA01.A	1.10.630.10
4l0fA00.A	1.10.630.10
4nkwA00.A	1.10.630.10
4tpoA00.A	1.10.630.10
4wpzA00.A	1.10.630.10
4yt3A00.A	1.10.630.10
4yzrA00.A	1.10.630.10
4z5qA00.A	1.10.630.10
5hdiA00.A	1.10.630.10
5hiwA00.A	1.10.630.10
5l92A00.A	1.10.630.10
5li7A00.A	1.10.630.10
5m0nA00.A	1.10.630.10
1c6rA00.A	1.10.760.10
2ce0A00.A	1.10.760.10
3cu4A00.A	1.10.760.10
4kmgA00.A	1.10.760.10
2g3qA00.A	1.10.8.10
3e46A02.A	1.10.8.10
1axdA02.A	1.20.1050.10
1b48A02.A	1.20.1050.10
1b4pA02.A	1.20.1050.10
1dugA02.A	1.20.1050.10
1eogA02.A	1.20.1050.10
1f2eA02.A	1.20.1050.10
1hqoA02.A	1.20.1050.10
1iyhB02.B	1.20.1050.10
1n2aA02.A	1.20.1050.10
1nhyA02.A	1.20.1050.10
1pn9B02.B	1.20.1050.10
1r5aA02.A	1.20.1050.10
1tw9F02.F	1.20.1050.10
1yq1A02.A	1.20.1050.10
1yy7A02.A	1.20.1050.10
2hnlA02.A	1.20.1050.10
2pvqA02.A	1.20.1050.10
2x64A02.A	1.20.1050.10
3ay8A02.A	1.20.1050.10
3fr3B02.B	1.20.1050.10
3ibhA02.A	1.20.1050.10
3m3mA02.A	1.20.1050.10
3ppuA02.A	1.20.1050.10
3q18A02.A	1.20.1050.10
3r2qA02.A	1.20.1050.10
3uarA02.A	1.20.1050.10
4exjA02.A	1.20.1050.10
4f0cA02.A	1.20.1050.10
4gf0A02.A	1.20.1050.10
4gltA02.A	1.20.1050.10
4hojA02.A	1.20.1050.10
4hz4A02.A	1.20.1050.10
4ibpA02.A	1.20.1050.10
4ielA02.A	1.20.1050.10
4ikhA02.A	1.20.1050.10
4ivfA02.A	1.20.1050.10
4iw9A02.A	1.20.1050.10
4kh7B02.B	1.20.1050.10
4l8eA02.A	1.20.1050.10
4mdcA02.A	1.20.1050.10
4mk3A02.A	1.20.1050.10
4o92A02.A	1.20.1050.10
4q5nA02.A	1.20.1050.10
4q5qA02.A	1.20.1050.10
4q5rA02.A	1.20.1050.10
4ri6A02.A	1.20.1050.10
5a4uF02.F	1.20.1050.10
5dqsA02.A	1.20.1050.10
1gzmA00.A	1.20.1070.10
2ks9A00.A	1.20.1070.10
2r4rA00.A	1.20.1070.10
2z73B01.B	1.20.1070.10
3emlA01.A	1.20.1070.10
3oduB01.B	1.20.1070.10
3pblB01.B	1.20.1070.10
3rzeA01.A	1.20.1070.10
3uonA01.A	1.20.1070.10
3v2yA01.A	1.20.1070.10
3zevB00.B	1.20.1070.10
4djhA01.A	1.20.1070.10
4ib4A01.A	1.20.1070.10
4l6rA02.A	1.20.1070.10
4mbsA00.A	1.20.1070.10
4xt1A00.A	1.20.1070.10
5lweA00.A	1.20.1070.10
5tgzA01.A	1.20.1070.10
1j5rA02.A	1.20.1090.10
1oj7A02.A	1.20.1090.10
1rrmA02.A	1.20.1090.10
1vljA02.A	1.20.1090.10
3hl0A02.A	1.20.1090.10
3iv7A02.A	1.20.1090.10
3zdrA02.A	1.20.1090.10
4fr2A02.A	1.20.1090.10
1o3uA00.A	1.20.120.330
1wolA00.A	1.20.120.330
2hsbA00.A	1.20.120.330
2q00B00.B	1.20.120.330
3o10A00.A	1.20.120.330
4iu9A00.A	1.20.1250.20
4j05A00.A	1.20.1250.20
4ldsA00.A	1.20.1250.20
4pypA00.A	1.20.1250.20
4qiqA00.A	1.20.1250.20
1dpsA00.A	1.20.1260.10
1jgcA00.A	1.20.1260.10
1lb3A00.A	1.20.1260.10
1lkoA01.A	1.20.1260.10
1nfvA00.A	1.20.1260.10
1qghA00.A	1.20.1260.10
1s3qA00.A	1.20.1260.10
1tjoB00.B	1.20.1260.10
1yuzB01.B	1.20.1260.10
1z6oA00.A	1.20.1260.10
1z6oM00.M	1.20.1260.10
2c2jA00.A	1.20.1260.10
2c2uA00.A	1.20.1260.10
2c41C01.C	1.20.1260.10
2chpA00.A	1.20.1260.10
2clbA01.A	1.20.1260.10
2fjcB00.B	1.20.1260.10
2gs4A00.A	1.20.1260.10
2ib0A01.A	1.20.1260.10
2pybA00.A	1.20.1260.10
2qqyA00.A	1.20.1260.10
2vxxA00.A	1.20.1260.10
2vzbB00.B	1.20.1260.10
2yjkC00.C	1.20.1260.10
2yw6B00.B	1.20.1260.10
2z90A01.A	1.20.1260.10
3bvfA00.A	1.20.1260.10
3e6sA00.A	1.20.1260.10
3fseA02.A	1.20.1260.10
3hiuA00.A	1.20.1260.10
3iq1A00.A	1.20.1260.10
3kwoA00.A	1.20.1260.10
3q4oA00.A	1.20.1260.10
3r2kA00.A	1.20.1260.10
3unoE00.E	1.20.1260.10
3vnxA00.A	1.20.1260.10
4cybD00.D	1.20.1260.10
4etrB00.B	1.20.1260.10
5lbhA00.A	1.20.1260.10
1gl2A00.A	1.20.5.110
1gl2B00.B	1.20.5.110
1gl2C00.C	1.20.5.110
1gl2D00.D	1.20.5.110
1hvvB00.B	1.20.5.110
1jthA00.A	1.20.5.110
1kilD00.D	1.20.5.110
1l4aA00.A	1.20.5.110
1t3jA00.A	1.20.5.110
1urqA00.A	1.20.5.110
2npsA00.A	1.20.5.110
2npsD00.D	1.20.5.110
2xdjB00.B	1.20.5.110
3b5nA00.A	1.20.5.110
3b5nD00.D	1.20.5.110
3b5nK00.K	1.20.5.110
3htkB00.B	1.20.5.110
3m0dC00.C	1.20.5.110
3pp5A01.A	1.20.5.110
4wy4B00.B	1.20.5.110
4wy4C00.C	1.20.5.110
4wy4D00.D	1.20.5.110
1eqfA02.A	1.20.920.10
1x0jA00.A	1.20.920.10
2d9eA00.A	1.20.920.10
2datA00.A	1.20.920.10
2i7kA00.A	1.20.920.10
2r0sA01.A	1.20.920.10
2r0sA02.A	1.20.920.10
2yqdA00.A	1.20.920.10
3fkmX00.X	1.20.920.10
3hmfA00.A	1.20.920.10
3iu5A00.A	1.20.920.10
3k2jA00.A	1.20.920.10
3mqmA00.A	1.20.920.10
3nxbA00.A	1.20.920.10
3q2eA00.A	1.20.920.10
3u5nA02.A	1.20.920.10
4n4fA01.A	1.20.920.10
4n4gA01.A	1.20.920.10
4pklA00.A	1.20.920.10
4ptbB02.B	1.20.920.10
4py6C00.C	1.20.920.10
5c8gB00.B	1.20.920.10
5cq8A00.A	1.20.920.10
5ko4A00.A	1.20.920.10
1a17A00.A	1.25.40.10
1elwA00.A	1.25.40.10
1ihgA02.A	1.25.40.10
1kt0A03.A	1.25.40.10
1na0A00.A	1.25.40.10
1tjcA00.A	1.25.40.10
2avpA00.A	1.25.40.10
2c2lA01.A	1.25.40.10
2dbaA01.A	1.25.40.10
2fbnA00.A	1.25.40.10
2vgxA00.A	1.25.40.10
2vyiA00.A	1.25.40.10
2xevB00.B	1.25.40.10
3as5A01.A	1.25.40.10
3fflA00.A	1.25.40.10
3fp3A01.A	1.25.40.10
3gz1A00.A	1.25.40.10
3rkvA00.A	1.25.40.10
3ro3A00.A	1.25.40.10
3sz7A00.A	1.25.40.10
3vtxA00.A	1.25.40.10
4aifA00.A	1.25.40.10
4cgwA00.A	1.25.40.10
4gywA01.A	1.25.40.10
4j8dD00.D	1.25.40.10
4xi0F00.F	1.25.40.10
4yvoA00.A	1.25.40.10
1hu3A00.A	1.25.40.180
2vsoF01.F	1.25.40.180
3rk6A00.A	1.25.40.180
4iulB00.B	1.25.40.180
3hdxA00.A	1.25.40.390
3iv0A00.A	1.25.40.390
3jq0A00.A	1.25.40.390
3l22A00.A	1.25.40.390
3nqpA00.A	1.25.40.390
3otnA00.A	1.25.40.390
3snxA00.A	1.25.40.390
5e75A00.A	1.25.40.390
5lx8A00.A	1.25.40.390
1fp3A00.A	1.50.10.10
1nc5A00.A	1.50.10.10
2afaA00.A	1.50.10.10
2gz6A00.A	1.50.10.10
3gt5A00.A	1.50.10.10
3vw5A00.A	1.50.10.10
3wkgA00.A	1.50.10.10
1x6aA01.A	2.10.110.10
2xjyA01.A	2.10.110.10
1eqgA01.A	2.10.25.10
1extA01.A	2.10.50.10
2uwiA01.A	2.10.50.10
3me4B01.B	2.10.50.10
3mhdD01.D	2.10.50.10
3u3pA01.A	2.10.50.10
4mxwS00.S	2.10.50.10
1f94A00.A	2.10.60.10
1kbaA00.A	2.10.60.10
3hh7A00.A	2.10.60.10
4do8A00.A	2.10.60.10
1h03P02.P	2.10.70.10
1ly2A01.A	2.10.70.10
1ly2A02.A	2.10.70.10
1qubA03.A	2.10.70.10
2rlqA02.A	2.10.70.10
2wiiC02.C	2.10.70.10
3o8eB03.B	2.10.70.10
3o8eD02.D	2.10.70.10
3sw0X01.X	2.10.70.10
3t5oA03.A	2.10.70.10
5i0qB02.B	2.10.70.10
5bq8A00.A	2.10.90.10
1a0rB00.B	2.130.10.10
1erjB00.B	2.130.10.10
1gxrA00.A	2.130.10.10
1k8kC00.C	2.130.10.10
1l0qA01.A	2.130.10.10
1nexB02.B	2.130.10.10
1nr0A01.A	2.130.10.10
1nr0A02.A	2.130.10.10
1p22A02.A	2.130.10.10
1pguA01.A	2.130.10.10
1pguA02.A	2.130.10.10
1ri6A00.A	2.130.10.10
1s4uX00.X	2.130.10.10
1u4cA00.A	2.130.10.10
1vyhC01.C	2.130.10.10
2aq5A01.A	2.130.10.10
2b5nB00.B	2.130.10.10
2cn2A01.A	2.130.10.10
2cnxA00.A	2.130.10.10
2hesX00.X	2.130.10.10
2ovrB02.B	2.130.10.10
2pm6D01.D	2.130.10.10
2pm9A01.A	2.130.10.10
2qc5A00.A	2.130.10.10
2xu7A00.A	2.130.10.10
2xzmR01.R	2.130.10.10
2ymuA02.A	2.130.10.10
2ynoA01.A	2.130.10.10
3bwsA02.A	2.130.10.10
3dsmA00.A	2.130.10.10
3ei3B02.B	2.130.10.10
3eweA01.A	2.130.10.10
3fgbA00.A	2.130.10.10
3hfqA00.A	2.130.10.10
3i2nA00.A	2.130.10.10
3ijcA00.A	2.130.10.10
3jamg01.g	2.130.10.10
3jb9L00.L	2.130.10.10
3mmyA00.A	2.130.10.10
3odtA00.A	2.130.10.10
3ottA01.A	2.130.10.10
3ottB02.B	2.130.10.10
3ow8C00.C	2.130.10.10
3sfzA06.A	2.130.10.10
3u4yA00.A	2.130.10.10
3v9fA01.A	2.130.10.10
3v9fA02.A	2.130.10.10
3vgzA00.A	2.130.10.10
3w15A01.A	2.130.10.10
4a11B00.B	2.130.10.10
4a2lB01.B	2.130.10.10
4a2lF02.F	2.130.10.10
4aezA00.A	2.130.10.10
4cc9A00.A	2.130.10.10
4ci8A01.A	2.130.10.10
4ci8A02.A	2.130.10.10
4czxA00.A	2.130.10.10
4g56B00.B	2.130.10.10
4gq1A00.A	2.130.10.10
4h5iA00.A	2.130.10.10
4i79A00.A	2.130.10.10
4j0wA00.A	2.130.10.10
4j0xA00.A	2.130.10.10
4j87A00.A	2.130.10.10
4jsnC01.C	2.130.10.10
4lg8A00.A	2.130.10.10
4lg9A00.A	2.130.10.10
4nsxA01.A	2.130.10.10
4nsxA02.A	2.130.10.10
4ozuA01.A	2.130.10.10
4pswB00.B	2.130.10.10
4u1eI00.I	2.130.10.10
4u7aA00.A	2.130.10.10
4wjvD00.D	2.130.10.10
4yvdA01.A	2.130.10.10
5c2vB00.B	2.130.10.10
5cxbA02.A	2.130.10.10
5gmkn00.n	2.130.10.10
5h1mA01.A	2.130.10.10
5h1mA02.A	2.130.10.10
5hqgA00.A	2.130.10.10
5ic7A00.A	2.130.10.10
5k19A00.A	2.130.10.10
5tf2A00.A	2.130.10.10
1kgqA02.A	2.160.10.10
1xhdA00.A	2.160.10.10
3bfpA02.A	2.160.10.10
3c8vA03.A	2.160.10.10
3cj8A03.A	2.160.10.10
3d98A02.A	2.160.10.10
3f1xA02.A	2.160.10.10
3ixcA00.A	2.160.10.10
3mqgC01.C	2.160.10.10
3r0sA01.A	2.160.10.10
3r1wA00.A	2.160.10.10
3tv0A00.A	2.160.10.10
3vbiA01.A	2.160.10.10
4ea9A02.A	2.160.10.10
4m9cA02.A	2.160.10.10
5adxV00.V	2.160.10.10
3kmaA00.A	2.170.270.10
4rz0A00.A	2.170.270.10
1twfI01.I	2.20.25.10
1rfeA01.A	2.30.110.10
2arzA01.A	2.30.110.10
2asfA00.A	2.30.110.10
2fhqA00.A	2.30.110.10
2i02A00.A	2.30.110.10
2iabA01.A	2.30.110.10
2re7A00.A	2.30.110.10
3db0A00.A	2.30.110.10
3dnhA01.A	2.30.110.10
3ec6A00.A	2.30.110.10
5bncB01.B	2.30.110.10
1dynA00.A	2.30.29.30
1eazA00.A	2.30.29.30
1ef1A03.A	2.30.29.30
1faoA00.A	2.30.29.30
1fgyA00.A	2.30.29.30
1h10A00.A	2.30.29.30
1ntyA02.A	2.30.29.30
1plsA00.A	2.30.29.30
1qqgA01.A	2.30.29.30
1qqgA02.A	2.30.29.30
1u5dA00.A	2.30.29.30
1upqA00.A	2.30.29.30
1v5pA01.A	2.30.29.30
1v89A00.A	2.30.29.30
1x05A00.A	2.30.29.30
1zc3B00.B	2.30.29.30
2codA01.A	2.30.29.30
2d9vA01.A	2.30.29.30
2d9xA01.A	2.30.29.30
2dhkA01.A	2.30.29.30
2dn6A00.A	2.30.29.30
2he7A03.A	2.30.29.30
2p0hA00.A	2.30.29.30
2rovA00.A	2.30.29.30
2y7bA00.A	2.30.29.30
3a8pB01.B	2.30.29.30
3cxbB00.B	2.30.29.30
3fehA02.A	2.30.29.30
3pp2A00.A	2.30.29.30
3tfmA01.A	2.30.29.30
3tfmA02.A	2.30.29.30
4a6fB00.B	2.30.29.30
4gzuB03.B	2.30.29.30
4hhvA00.A	2.30.29.30
4iapA01.A	2.30.29.30
4nswA02.A	2.30.29.30
1jegA00.A	2.30.30.40
1ng2A01.A	2.30.30.40
1opkA01.A	2.30.30.40
1ov3A02.A	2.30.30.40
1s1nA00.A	2.30.30.40
1tg0A00.A	2.30.30.40
1wfwA00.A	2.30.30.40
1x43A01.A	2.30.30.40
1x6bA01.A	2.30.30.40
1ycsB02.B	2.30.30.40
1yn8A00.A	2.30.30.40
1zuuA00.A	2.30.30.40
1zuyA00.A	2.30.30.40
2ct4A00.A	2.30.30.40
2de0X03.X	2.30.30.40
2dmoA00.A	2.30.30.40
2e5kA01.A	2.30.30.40
2fpdA00.A	2.30.30.40
2i0nA01.A	2.30.30.40
2j05A00.A	2.30.30.40
2keaA00.A	2.30.30.40
2mioA00.A	2.30.30.40
2pqhA00.A	2.30.30.40
2rqtA00.A	2.30.30.40
2v1qA00.A	2.30.30.40
2v1rA00.A	2.30.30.40
2vvkA00.A	2.30.30.40
3a98A01.A	2.30.30.40
4cc2A00.A	2.30.30.40
4e6rA00.A	2.30.30.40
4f14A00.A	2.30.30.40
4iioA00.A	2.30.30.40
4z88A00.A	2.30.30.40
1attA01.A	2.30.39.10
1imvA01.A	2.30.39.10
1jmoA02.A	2.30.39.10
1jrrA01.A	2.30.39.10
1wz9A02.A	2.30.39.10
1yxaB02.B	2.30.39.10
2peeB02.B	2.30.39.10
2qugA02.A	2.30.39.10
2r9yA02.A	2.30.39.10
2vdxA02.A	2.30.39.10
2wxwA01.A	2.30.39.10
3f02B02.B	2.30.39.10
3f1sA02.A	2.30.39.10
3fgqA01.A	2.30.39.10
3le2A02.A	2.30.39.10
3ndaA02.A	2.30.39.10
3pzfA01.A	2.30.39.10
3stoA02.A	2.30.39.10
3zhaL02.L	2.30.39.10
4if8A02.A	2.30.39.10
4x30A02.A	2.30.39.10
4zk3A02.A	2.30.39.10
5c98B02.B	2.30.39.10
1p1mA01.A	2.30.40.10
1yrrA01.A	2.30.40.10
2ftyA01.A	2.30.40.10
