000152315	2003.1.1.417
000161117	2003.1.1.417
000216083	2003.1.1.417
000223245	2003.1.1.417
000223412	2003.1.1.417
000299122	2003.1.1.417
000299180	2003.1.1.417
000342706	2003.1.1.417
000355570	2003.1.1.417
000359069	2003.1.1.417
000393658	2003.1.1.417
000412083	2003.1.1.417
000417720	2003.1.1.417
000421016	2003.1.1.417
000427285	2003.1.1.417
000976448	2003.1.1.417
001094995	2003.1.1.417
001117615	2003.1.1.417
001147420	2003.1.1.417
001155156	2003.1.1.417
001201234	2003.1.1.417
001201380	2003.1.1.417
001201432	2003.1.1.417
001201825	2003.1.1.417
001300195	2003.1.1.417
001311815	2003.1.1.417
001389116	2003.1.1.417
001398200	2003.1.1.417
001401266	2003.1.1.417
001412398	2003.1.1.417
001482097	2003.1.1.417
001489746	2003.1.1.417
001491956	2003.1.1.417
001501414	2003.1.1.417
001699958	2003.1.1.417
000009248	2003.1.2.20
000009250	2003.1.2.20
000009259	2003.1.2.20
000009266	2003.1.2.20
000009268	2003.1.2.20
000009277	2003.1.2.20
000009283	2003.1.2.20
000099026	2003.1.2.20
000099047	2003.1.2.20
000099071	2003.1.2.20
000133981	2003.1.2.20
000136251	2003.1.2.20
000142887	2003.1.2.20
000155197	2003.1.2.20
000161181	2003.1.2.20
000284883	2003.1.2.20
000331485	2003.1.2.20
000407174	2003.1.2.20
000996810	2003.1.2.20
001066029	2003.1.2.20
001145861	2003.1.2.20
001171261	2003.1.2.20
001176735	2003.1.2.20
001176786	2003.1.2.20
001270352	2003.1.2.20
001270538	2003.1.2.20
001610039	2003.1.2.20
000009229	2003.1.2.56
000009230	2003.1.2.56
000009231	2003.1.2.56
000259870	2003.1.2.56
000418524	2003.1.2.56
001141033	2003.1.2.56
001515949	2003.1.2.56
001572580	2003.1.2.56
000009677	2004.1.1.1404
000009678	2004.1.1.1404
000009679	2004.1.1.1404
000009692	2004.1.1.1404
000009693	2004.1.1.1404
000102525	2004.1.1.1404
000154492	2004.1.1.1404
000158511	2004.1.1.1404
000165180	2004.1.1.1404
000222378	2004.1.1.1404
000312608	2004.1.1.1404
000327272	2004.1.1.1404
000990301	2004.1.1.1404
001109321	2004.1.1.1404
001285182	2004.1.1.1404
001513012	2004.1.1.1404
001513066	2004.1.1.1404
001712280	2004.1.1.1404
000009854	2005.1.1.145
000009858	2005.1.1.145
000134084	2005.1.1.145
000138354	2005.1.1.145
000141683	2005.1.1.145
000142846	2005.1.1.145
000143501	2005.1.1.145
000144575	2005.1.1.145
000163280	2005.1.1.145
000169802	2005.1.1.145
000384421	2005.1.1.145
000407730	2005.1.1.145
001380917	2005.1.1.145
001406486	2005.1.1.145
001495300	2005.1.1.145
000007062	206.1.1.24
000007065	206.1.1.24
000007067	206.1.1.24
000007077	206.1.1.24
000007078	206.1.1.24
000007079	206.1.1.24
000007080	206.1.1.24
000007081	206.1.1.24
000007082	206.1.1.24
000007083	206.1.1.24
000007086	206.1.1.24
000007095	206.1.1.24
000007096	206.1.1.24
000007097	206.1.1.24
000080248	206.1.1.24
000134257	206.1.1.24
000134769	206.1.1.24
000135054	206.1.1.24
000135314	206.1.1.24
000136728	206.1.1.24
000137351	206.1.1.24
000137605	206.1.1.24
000137919	206.1.1.24
000140095	206.1.1.24
000142100	206.1.1.24
000150064	206.1.1.24
000150253	206.1.1.24
000150963	206.1.1.24
000150975	206.1.1.24
000150984	206.1.1.24
000157704	206.1.1.24
000158265	206.1.1.24
000158634	206.1.1.24
000160499	206.1.1.24
000161574	206.1.1.24
000162798	206.1.1.24
000166041	206.1.1.24
000166770	206.1.1.24
000168780	206.1.1.24
000168963	206.1.1.24
000169949	206.1.1.24
000170061	206.1.1.24
000174345	206.1.1.24
000178619	206.1.1.24
000182118	206.1.1.24
000223495	206.1.1.24
000354912	206.1.1.24
000379666	206.1.1.24
000869298	206.1.1.24
001088849	206.1.1.24
001095462	206.1.1.24
001098464	206.1.1.24
001107798	206.1.1.24
001107800	206.1.1.24
001166023	206.1.1.24
001166079	206.1.1.24
001228886	206.1.1.24
001229559	206.1.1.24
001389058	206.1.1.24
001489404	206.1.1.24
001515955	206.1.1.24
001516093	206.1.1.24
001516163	206.1.1.24
001552056	206.1.1.24
001581998	206.1.1.24
001687678	206.1.1.24
001712442	206.1.1.24
001715832	206.1.1.24
000007192	207.1.1.223
000007193	207.1.1.223
000081002	207.1.1.223
000134555	207.1.1.223
000143407	207.1.1.223
000162992	207.1.1.223
000165344	207.1.1.223
000222214	207.1.1.223
000328344	207.1.1.223
000328456	207.1.1.223
000394484	207.1.1.223
000406370	207.1.1.223
000430676	207.1.1.223
000430677	207.1.1.223
001064416	207.1.1.223
001144865	207.1.1.223
001146609	207.1.1.223
001173523	207.1.1.223
001254967	207.1.1.223
001255106	207.1.1.223
001255160	207.1.1.223
001255178	207.1.1.223
001255183	207.1.1.223
001397877	207.1.1.223
001411651	207.1.1.223
001411654	207.1.1.223
001508801	207.1.1.223
001692184	207.1.1.223
000005692	211.1.1.6
000005730	211.1.1.6
000135546	211.1.1.6
000168811	211.1.1.6
000428217	211.1.1.6
001160786	211.1.1.6
001160809	211.1.1.6
001214662	211.1.1.6
001320594	211.1.1.6
001551543	211.1.1.6
001518720	2111.17.1.212
001518723	2111.17.1.212
001518736	2111.17.1.212
001519538	2111.17.1.212
001520587	2111.17.1.212
001520883	2111.17.1.212
001522892	2111.17.1.212
001523054	2111.17.1.212
001523115	2111.17.1.212
001523397	2111.17.1.212
001523639	2111.17.1.212
001523922	2111.17.1.212
001523947	2111.17.1.212
001524078	2111.17.1.212
001524124	2111.17.1.212
001524148	2111.17.1.212
001524476	2111.17.1.212
001529716	2111.17.1.212
001547200	2111.17.1.212
001568163	2111.17.1.212
001654041	2111.17.1.212
001518729	2111.17.1.301
001518739	2111.17.1.301
001518781	2111.17.1.301
001518785	2111.17.1.301
001519843	2111.17.1.301
001519999	2111.17.1.301
001520351	2111.17.1.301
001520630	2111.17.1.301
001520722	2111.17.1.301
001520756	2111.17.1.301
001520964	2111.17.1.301
001520965	2111.17.1.301
001520984	2111.17.1.301
001521091	2111.17.1.301
001521251	2111.17.1.301
001521337	2111.17.1.301
001521365	2111.17.1.301
001521600	2111.17.1.301
001522207	2111.17.1.301
001522244	2111.17.1.301
001522942	2111.17.1.301
001523027	2111.17.1.301
001523312	2111.17.1.301
001523632	2111.17.1.301
001526261	2111.17.1.301
001548714	2111.17.1.301
001562408	2111.17.1.301
001719420	2111.17.1.301
000010471	2111.21.1.1
000010472	2111.21.1.1
000010473	2111.21.1.1
000010479	2111.21.1.1
000135068	2111.21.1.1
000143047	2111.21.1.1
000160555	2111.21.1.1
000165128	2111.21.1.1
000168365	2111.21.1.1
000223632	2111.21.1.1
001297387	2111.21.1.1
000010806	2111.78.1.7
000010809	2111.78.1.7
000010811	2111.78.1.7
000010814	2111.78.1.7
000010815	2111.78.1.7
000010816	2111.78.1.7
000010819	2111.78.1.7
000010821	2111.78.1.7
000010854	2111.78.1.7
000137861	2111.78.1.7
000137875	2111.78.1.7
000138048	2111.78.1.7
000140101	2111.78.1.7
000141303	2111.78.1.7
000142615	2111.78.1.7
000142976	2111.78.1.7
000143137	2111.78.1.7
000143368	2111.78.1.7
000143778	2111.78.1.7
000151118	2111.78.1.7
000154931	2111.78.1.7
000160798	2111.78.1.7
000165410	2111.78.1.7
000166355	2111.78.1.7
000166395	2111.78.1.7
000166679	2111.78.1.7
000166788	2111.78.1.7
000166852	2111.78.1.7
000169081	2111.78.1.7
000169901	2111.78.1.7
000170064	2111.78.1.7
000337071	2111.78.1.7
001016841	2111.78.1.7
001144435	2111.78.1.7
001145691	2111.78.1.7
001147725	2111.78.1.7
001165197	2111.78.1.7
001285288	2111.78.1.7
001294337	2111.78.1.7
001411921	2111.78.1.7
001413049	2111.78.1.7
001487364	2111.78.1.7
001503876	2111.78.1.7
001558894	2111.78.1.7
001559171	2111.78.1.7
001697917	2111.78.1.7
000010923	2111.84.1.8
000113567	2111.84.1.8
000134438	2111.84.1.8
000140897	2111.84.1.8
000145668	2111.84.1.8
000153411	2111.84.1.8
000331919	2111.84.1.8
000370927	2111.84.1.8
001155927	2111.84.1.8
001157851	2111.84.1.8
001157863	2111.84.1.8
001157899	2111.84.1.8
001157911	2111.84.1.8
001157915	2111.84.1.8
001203389	2111.84.1.8
001203504	2111.84.1.8
001203647	2111.84.1.8
001203672	2111.84.1.8
001203938	2111.84.1.8
001389229	2111.84.1.8
001588516	2111.84.1.8
001609339	2111.84.1.8
001613417	2111.84.1.8
001681150	2111.84.1.8
001694997	2111.84.1.8
001695536	2111.84.1.8
001712133	2111.84.1.8
001721656	2111.84.1.8
000006050	222.1.1.95
000006051	222.1.1.95
000006055	222.1.1.95
000006056	222.1.1.95
000006059	222.1.1.95
000006060	222.1.1.95
000006061	222.1.1.95
000006062	222.1.1.95
000006064	222.1.1.95
000006066	222.1.1.95
000006067	222.1.1.95
000006099	222.1.1.95
000071683	222.1.1.95
000134347	222.1.1.95
000135159	222.1.1.95
000149002	222.1.1.95
000152643	222.1.1.95
000165383	222.1.1.95
000167434	222.1.1.95
000167636	222.1.1.95
000224844	222.1.1.95
001172081	222.1.1.95
001562969	222.1.1.95
001715066	222.1.1.95
000006844	223.1.1.180
000006847	223.1.1.180
000133942	223.1.1.180
000140193	223.1.1.180
000144753	223.1.1.180
000169090	223.1.1.180
000169397	223.1.1.180
000391887	223.1.1.180
000399867	223.1.1.180
001007431	223.1.1.180
001286476	223.1.1.180
001319989	223.1.1.180
000011302	2485.1.1.76
000011305	2485.1.1.76
000011309	2485.1.1.76
000138418	2485.1.1.76
000138421	2485.1.1.76
000144606	2485.1.1.76
000151087	2485.1.1.76
000151088	2485.1.1.76
000154205	2485.1.1.76
000926238	2485.1.1.76
001030416	2485.1.1.76
001032583	2485.1.1.76
001140921	2485.1.1.76
001144515	2485.1.1.76
001153583	2485.1.1.76
001153938	2485.1.1.76
001490014	2485.1.1.76
001718986	2485.1.1.76
000224272	3016.1.1.49
000224320	3016.1.1.49
000258690	3016.1.1.49
001121976	3016.1.1.49
001151811	3016.1.1.49
001152469	3016.1.1.49
001152687	3016.1.1.49
001152793	3016.1.1.49
001192775	3016.1.1.49
001192794	3016.1.1.49
001192800	3016.1.1.49
001192806	3016.1.1.49
001192827	3016.1.1.49
001192829	3016.1.1.49
001192834	3016.1.1.49
001192836	3016.1.1.49
001192849	3016.1.1.49
001192962	3016.1.1.49
001192974	3016.1.1.49
001192986	3016.1.1.49
001192990	3016.1.1.49
001193015	3016.1.1.49
001394216	3016.1.1.49
001447869	3016.1.1.49
001505921	3016.1.1.49
001508745	3016.1.1.49
000005802	330.1.1.28
000005804	330.1.1.28
000005806	330.1.1.28
000005807	330.1.1.28
000005809	330.1.1.28
000005813	330.1.1.28
000391730	330.1.1.28
001414948	330.1.1.28
001549006	330.1.1.28
001695427	330.1.1.28
001723952	330.1.1.28
001286360	367.1.1.1
001286362	367.1.1.1
001286364	367.1.1.1
001286366	367.1.1.1
001286368	367.1.1.1
001286370	367.1.1.1
001490085	367.1.1.1
001498170	367.1.1.1
001681382	367.1.1.1
001681386	367.1.1.1
001681390	367.1.1.1
001681394	367.1.1.1
000180930	376.1.1.27
001144998	376.1.1.27
000167554	386.1.1.55
000246446	386.1.1.55
000246450	386.1.1.55
000246452	386.1.1.55
000985440	386.1.1.55
001295905	386.1.1.55
001651344	386.1.1.55
000008491	389.1.2.3
000008504	389.1.2.3
000008508	389.1.2.3
000135133	389.1.2.3
000135162	389.1.2.3
000166912	389.1.2.3
001323488	389.1.2.3
001323489	389.1.2.3
000008536	389.3.1.1
000091789	389.3.1.1
000138657	389.3.1.1
000154722	389.3.1.1
000223900	389.3.1.1
001310584	389.3.1.1
000003804	604.1.1.1
000003805	604.1.1.1
000003806	604.1.1.1
000003808	604.1.1.1
000003809	604.1.1.1
000003810	604.1.1.1
000003811	604.1.1.1
000003812	604.1.1.1
000142248	604.1.1.1
000143217	604.1.1.1
000152572	604.1.1.1
000169570	604.1.1.1
000174885	604.1.1.1
000263620	604.1.1.1
001176311	604.1.1.1
001268344	604.1.1.1
001414906	604.1.1.1
001422116	604.1.1.1
000379961	64.1.1.1
001039611	64.1.1.1
001400411	64.1.1.1
001495279	64.1.1.1
001545212	64.1.1.1
001545215	64.1.1.1
000000743	7.1.1.3
000000745	7.1.1.3
000000747	7.1.1.3
000000748	7.1.1.3
000000749	7.1.1.3
000143165	7.1.1.3
000152617	7.1.1.3
000166194	7.1.1.3
000422086	7.1.1.3
001123877	7.1.1.3
001255849	7.1.1.3
001508110	7.1.1.3
